L,1.28E-04
Rs,1.25E-05
Ds,3.90E-14
Ea_σ,0.00E+00
Ea_Ds,0.00E+00
ϵ_s,0.471
ϵ_e,0.357
De_brug,1.5
κ_brug,1.5
σ,100
σ_brug,1
θ_100,0.53
θ_0,0.05
cs_max,26390
α,0.5
k_norm,2.28E-05
RFilm,0
k_ref,2.16E-11
