L,1.90E-04
Rs,8.50E-06
Ds,1.00E-13
Ea_σ,0.00E+00
Ea_Ds,0.00E+00
ϵ_s,0.297
ϵ_e,0.444
De_brug,1.5
κ_brug,1.5
σ,3.8
σ_brug,1
θ_100,1.70E-01
θ_0,7.62E-01
cs_max,22860
α,0.5
k_norm,2.21E-05
RFilm,0
,
