# Based on the WLTC drive cycle,
# see #1264 for discussion and how to use this drive cycle,
# time [s],Power [W]
478.2,0
478.3,0
478.4,0
478.5,0
478.6,0
478.7,0
478.8,0
478.9,0
479,0
479.1,0
479.2,0
479.3,0
479.4,0
479.5,0
479.6,0
479.7,0
479.8,0
479.9,0
480,0
480.1,0
480.2,0
480.3,0
480.4,0
480.5,0
480.6,0
480.7,0
480.8,0
480.9,0
481,0
481.1,0
481.2,0
481.3,0
481.4,0
481.5,0
481.6,0
481.7,0
481.8,0
481.9,0
482,0
482.1,0
482.2,0
482.3,0
482.4,0
482.5,0
482.6,0
482.7,0
482.8,0
482.9,0
483,0
483.1,0
483.2,0
483.3,0
483.4,0
483.5,0
483.6,0
483.7,0
483.8,0
483.9,0
484,0
484.1,0
484.2,0
484.3,0
484.4,0
484.5,0
484.6,0
484.7,0
484.8,0
484.9,0
485,0
485.1,0
485.2,0
485.3,0
485.4,0
485.5,0
485.6,0
485.7,0
485.8,0
485.9,0
486,0
486.1,0
486.2,0
486.3,0
486.4,0
486.5,0
486.6,0
486.7,0
486.8,0
486.9,0
487,0
487.1,0
487.2,0
487.3,0
487.4,0
487.5,0
487.6,0
487.7,0
487.8,0
487.9,0
488,0
488.1,0
488.2,0
488.3,0
488.4,0
488.5,0
488.6,0
488.7,0
488.8,0
488.9,0
489,0
489.1,0
489.2,0
489.3,0
489.4,0
489.5,0
489.6,0
489.7,0
489.8,0
489.9,0
490,0
490.1,0
490.2,0
490.3,0
490.4,0
490.5,0
490.6,0
490.7,0
490.8,0
490.9,0
491,0
491.1,0
491.2,0
491.3,0
491.4,0
491.5,0
491.6,0
491.7,0
491.8,0
491.9,0
492,0
492.1,0
492.2,0
492.3,0
492.4,0
492.5,0
492.6,0
492.7,0
492.8,0
492.9,0
493,0
493.1,0
493.2,0
493.3,0
493.4,0
493.5,0
493.6,0
493.7,0
493.8,0
493.9,0
494,0
494.1,0
494.2,0
494.3,0
494.4,0
494.5,0
494.6,0
494.7,0
494.8,0
494.9,0
495,0
495.1,0
495.2,0
495.3,0
495.4,0
495.5,0
495.6,0
495.7,0
495.8,0
495.9,0
496,0
496.1,0
496.2,0
496.3,0
496.4,0
496.5,0
496.6,0
496.7,0
496.8,0
496.9,0
497,0
497.1,0
497.2,0
497.3,0
497.4,0
497.5,0
497.6,0
497.7,0
497.8,0
497.9,0
498,0
498.1,0
498.2,0
498.3,0
498.4,0
498.5,0
498.6,0
498.7,0
498.8,0
498.9,0
499,0
499.1,0
499.2,0
499.3,0
499.4,0
499.5,0
499.6,0
499.7,0
499.8,0
499.9,0
500,0
500.1,0
500.2,0
500.3,0
500.4,0
500.5,0
500.6,0
500.7,0
500.8,0
500.9,0
501,0
501.1,0
501.2,0
501.3,0
501.4,0
501.5,0
501.6,0
501.7,0
501.8,0
501.9,0
502,0
502.1,0
502.2,0
502.3,0
502.4,0
502.5,0
502.6,0
502.7,0
502.8,0
502.9,0
503,0
503.1,0
503.2,0
503.3,0
503.4,0
503.5,0
503.6,0
503.7,0
503.8,0
503.9,0
504,0
504.1,0
504.2,0
504.3,0
504.4,0
504.5,0
504.6,0
504.7,0
504.8,0
504.9,0
505,0
505.1,0
505.2,0
505.3,0
505.4,0
505.5,0
505.6,0
505.7,0
505.8,0
505.9,0
506,0
506.1,0
506.2,0
506.3,0
506.4,0
506.5,0
506.6,0
506.7,0
506.8,0
506.9,0
507,0
507.1,0
507.2,0
507.3,0
507.4,0
507.5,0
507.6,0
507.7,0
507.8,0
507.9,0
508,0
508.1,0
508.2,0
508.3,0
508.4,0
508.5,0
508.6,0
508.7,0
508.8,0
508.9,0
509,0
509.1,0
509.2,0
509.3,0
509.4,0
509.5,0
509.6,0
509.7,0
509.8,0
509.9,0
510,0
510.1,0
510.2,0
510.3,0
510.4,0
510.5,0
510.6,0
510.7,0
510.8,0
510.9,0
511,0
511.1,0.001304888
511.2,0.002609851
511.3,0.00391489
511.4,0.005220005
511.5,0.006525199
511.6,0.007830473
511.7,0.009135827
511.8,0.010441263
511.9,0.011746782
512,0.013052386
512.1,0.052963839
512.2,0.068099464
512.3,0.083236605
512.4,0.098375337
512.5,0.113515734
512.6,0.128657873
512.7,0.143801827
512.8,0.158947672
512.9,0.174095484
513,0.189245337
513.1,0.422194415
513.2,0.481712158
513.3,0.541240089
513.4,0.600778856
513.5,0.660329106
513.6,0.719891486
513.7,0.779466643
513.8,0.839055224
513.9,0.898657876
514,0.958275247
514.1,1.29265046
514.2,1.387207754
514.3,1.481792405
514.4,1.576405733
514.5,1.671049058
514.6,1.765723701
514.7,1.860430981
514.8,1.955172219
514.9,2.049948736
515,2.144761851
515.1,2.154694611
515.2,2.242629406
515.3,2.330601606
515.4,2.418612385
515.5,2.506662917
515.6,2.594754374
515.7,2.682887932
515.8,2.771064762
515.9,2.85928604
516,2.947552938
516.1,2.275495968
516.2,2.324979146
516.3,2.374488899
516.4,2.424025704
516.5,2.473590036
516.6,2.52318237
516.7,2.572803183
516.8,2.622452949
516.9,2.672132144
517,2.721841244
517.1,1.172356028
517.2,1.180539442
517.3,1.188727257
517.4,1.196919499
517.5,1.205116193
517.6,1.213317366
517.7,1.221523043
517.8,1.22973325
517.9,1.237948012
518,1.246167356
518.1,0.233272636
518.2,0.233272636
518.3,0.233272636
518.4,0.233272636
518.5,0.233272636
518.6,0.233272636
518.7,0.233272636
518.8,0.233272636
518.9,0.233272636
519,0.233272636
519.1,-0.200383877
519.2,-0.199941808
519.3,-0.199498898
519.4,-0.199055147
519.5,-0.198610558
519.6,-0.198165133
519.7,-0.197718874
519.8,-0.197271783
519.9,-0.196823862
520,-0.196375113
520.1,-0.475773675
520.2,-0.473700186
520.3,-0.471624422
520.4,-0.469546392
520.5,-0.467466105
520.6,-0.465383571
520.7,-0.463298799
520.8,-0.461211798
520.9,-0.459122578
521,-0.457031148
521.1,-0.52142844
521.2,-0.518759276
521.3,-0.516087475
521.4,-0.513413048
521.5,-0.51073601
521.6,-0.508056371
521.7,-0.505374145
521.8,-0.502689343
521.9,-0.50000198
522,-0.497312066
522.1,-0.682786763
522.2,-0.677967957
522.3,-0.673145091
522.4,-0.668318193
522.5,-0.663487287
522.6,-0.6586524
522.7,-0.653813557
522.8,-0.648970784
522.9,-0.644124107
523,-0.639273552
523.1,-1.15370035
523.2,-1.138874418
523.3,-1.124038316
523.4,-1.109192159
523.5,-1.09433606
523.6,-1.079470134
523.7,-1.064594495
523.8,-1.049709257
523.9,-1.034814535
524,-1.019910442
524.1,-1.646785346
524.2,-1.607955409
524.3,-1.569103672
524.4,-1.530230573
524.5,-1.49133655
524.6,-1.452422041
524.7,-1.413487484
524.8,-1.374533317
524.9,-1.335559978
525,-1.296567906
525.1,-1.515219015
525.2,-1.458651911
525.3,-1.402060197
525.4,-1.345444621
525.5,-1.288805928
525.6,-1.232144866
525.7,-1.17546218
525.8,-1.118758617
525.9,-1.062034924
526,-1.005291848
526.1,-0.790343392
526.2,-0.751135733
526.3,-0.711915887
526.4,-0.672684292
526.5,-0.633441386
526.6,-0.594187607
526.7,-0.554923393
526.8,-0.515649182
526.9,-0.476365413
527,-0.437072523
527.1,-0.214378307
527.2,-0.203114173
527.3,-0.19184751
527.4,-0.180578393
527.5,-0.169306896
527.6,-0.158033095
527.7,-0.146757065
527.8,-0.135478881
527.9,-0.124198618
528,-0.112916351
528.1,-0.044505411
528.2,-0.042166712
528.3,-0.03982755
528.4,-0.037487935
528.5,-0.035147874
528.6,-0.032807379
528.7,-0.030466457
528.8,-0.028125119
528.9,-0.025783374
529,-0.023441232
529.1,-0.021098701
529.2,-0.018755791
529.3,-0.016412512
529.4,-0.014068873
529.5,-0.011724883
529.6,-0.009380551
529.7,-0.007035888
529.8,-0.004690902
529.9,-0.002345603
530,0
530.1,0
530.2,0
530.3,0
530.4,0
530.5,0
530.6,0
530.7,0
530.8,0
530.9,0
531,0
531.1,0
531.2,0
531.3,0
531.4,0
531.5,0
531.6,0
531.7,0
531.8,0
531.9,0
532,0
532.1,0.000323728
532.2,0.000647468
532.3,0.00097122
532.4,0.001294984
532.5,0.00161876
532.6,0.001942548
532.7,0.002266349
532.8,0.002590161
532.9,0.002913986
533,0.003237824
533.1,0.012785927
533.2,0.017048535
533.3,0.021311475
533.4,0.025574756
533.5,0.029838388
533.6,0.034102381
533.7,0.038366742
533.8,0.042631483
533.9,0.046896612
534,0.051162139
534.1,0.105945323
534.2,0.121086581
534.3,0.136229618
534.4,0.151374509
534.5,0.166521328
534.6,0.181670151
534.7,0.196821053
534.8,0.211974108
534.9,0.227129393
535,0.242286983
535.1,0.257446951
535.2,0.272609374
535.3,0.287774327
535.4,0.302941884
535.5,0.318112121
535.6,0.333285113
535.7,0.348460935
535.8,0.363639662
535.9,0.37882137
536,0.394006133
536.1,0.598489136
536.2,0.631190378
536.3,0.66389917
536.4,0.696615767
536.5,0.729340421
536.6,0.762073386
536.7,0.794814916
536.8,0.827565264
536.9,0.860324684
537,0.893093429
537.1,1.461703499
537.2,1.542722493
537.3,1.623768085
537.4,1.704841314
537.5,1.785943217
537.6,1.867074834
537.7,1.948237203
537.8,2.029431361
537.9,2.110658348
538,2.191919202
538.1,2.738789802
538.2,2.85624055
538.3,2.973745927
538.4,3.091307763
538.5,3.208927891
538.6,3.326608143
538.7,3.444350351
538.8,3.562156346
538.9,3.680027961
539,3.797967027
539.1,2.932515501
539.2,2.998728083
539.3,3.06498024
539.4,3.131272717
539.5,3.197606262
539.6,3.26398162
539.7,3.330399538
539.8,3.396860764
539.9,3.463366042
540,3.529916121
540.1,1.325075032
540.2,1.333344385
540.3,1.341618617
540.4,1.349897754
540.5,1.358181823
540.6,1.366470848
540.7,1.374764856
540.8,1.383063872
540.9,1.391367923
541,1.399677033
541.1,0.266529972
541.2,0.266529972
541.3,0.266529972
541.4,0.266529972
541.5,0.266529972
541.6,0.266529972
541.7,0.266529972
541.8,0.266529972
541.9,0.266529972
542,0.266529972
542.1,0.104521658
542.2,0.104391598
542.3,0.104261642
542.4,0.10413179
542.5,0.104002041
542.6,0.103872396
542.7,0.103742854
542.8,0.103613416
542.9,0.10348408
543,0.103354848
543.1,-0.297332125
543.2,-0.296626096
543.3,-0.295918811
543.4,-0.295210274
543.5,-0.294500487
543.6,-0.293789454
543.7,-0.293077179
543.8,-0.292363663
543.9,-0.291648911
544,-0.290932926
544.1,-0.754817964
544.2,-0.750903959
544.3,-0.746985753
544.4,-0.743063366
544.5,-0.73913682
544.6,-0.735206134
544.7,-0.73127133
544.8,-0.727332428
544.9,-0.723389448
545,-0.719442412
545.1,-1.369252125
545.2,-1.356010684
545.3,-1.342757885
545.4,-1.329493826
545.5,-1.316218609
545.6,-1.302932333
545.7,-1.289635098
545.8,-1.276327004
545.9,-1.263008151
546,-1.249678639
546.1,-0.844730829
546.2,-0.838195945
546.3,-0.831655552
546.4,-0.82510969
546.5,-0.818558397
546.6,-0.812001711
546.7,-0.805439671
546.8,-0.798872315
546.9,-0.792299682
547,-0.78572181
547.1,-0.598310092
547.2,-0.594246746
547.3,-0.590180008
547.4,-0.586109898
547.5,-0.582036438
547.6,-0.577959649
547.7,-0.57387955
547.8,-0.569796162
547.9,-0.565709506
548,-0.561619603
548.1,-0.33268541
548.2,-0.331039816
548.3,-0.329392689
548.4,-0.327744037
548.5,-0.326093865
548.6,-0.324442181
548.7,-0.322788991
548.8,-0.321134303
548.9,-0.319478123
549,-0.317820458
549.1,-0.316161315
549.2,-0.3145007
549.3,-0.312838622
549.4,-0.311175085
549.5,-0.309510098
549.6,-0.307843667
549.7,-0.306175799
549.8,-0.304506501
549.9,-0.302835779
550,-0.301163641
550.1,-0.198572643
550.2,-0.197732775
550.3,-0.196892062
550.4,-0.196050505
550.5,-0.195208108
550.6,-0.194364875
550.7,-0.193520808
550.8,-0.192675911
550.9,-0.191830188
551,-0.19098364
551.1,-0.04520563
551.2,-0.045117688
551.3,-0.04502948
551.4,-0.044941006
551.5,-0.044852267
551.6,-0.044763262
551.7,-0.044673993
551.8,-0.044584461
551.9,-0.044494665
552,-0.044404607
552.1,-0.138356575
552.2,-0.137823973
552.3,-0.137290786
552.4,-0.136757015
552.5,-0.136222664
552.6,-0.135687733
552.7,-0.135152225
552.8,-0.134616142
552.9,-0.134079485
553,-0.133542258
553.1,-0.042928462
553.2,-0.042834032
553.3,-0.042739351
553.4,-0.042644419
553.5,-0.042549237
553.6,-0.042453804
553.7,-0.042358122
553.8,-0.042262192
553.9,-0.042166013
554,-0.042069587
554.1,0.045723284
554.2,0.045639506
554.3,0.045555789
554.4,0.045472134
554.5,0.045388541
554.6,0.045305009
554.7,0.045221538
554.8,0.045138128
554.9,0.045054779
555,0.044971492
555.1,0.131526748
555.2,0.131526748
555.3,0.131526748
555.4,0.131526748
555.5,0.131526748
555.6,0.131526748
555.7,0.131526748
555.8,0.131526748
555.9,0.131526748
556,0.131526748
556.1,0.218429583
556.2,0.218777223
556.3,0.219124923
556.4,0.219472685
556.5,0.219820508
556.6,0.220168393
556.7,0.220516339
556.8,0.220864346
556.9,0.221212415
557,0.221560546
557.1,0.354741754
557.2,0.356108283
557.3,0.3574752
557.4,0.358842507
557.5,0.360210204
557.6,0.361578292
557.7,0.362946774
557.8,0.364315649
557.9,0.36568492
558,0.367054587
558.1,0.460615644
558.2,0.462997137
558.3,0.465379416
558.4,0.467762484
558.5,0.470146343
558.6,0.472530998
558.7,0.474916452
558.8,0.477302707
558.9,0.479689767
559,0.482077635
559.1,1.120229388
559.2,1.135652501
559.3,1.151082388
559.4,1.166519124
559.5,1.181962783
559.6,1.197413441
559.7,1.212871173
559.8,1.228336054
559.9,1.24380816
560,1.259287564
560.1,0.443030991
560.2,0.444424726
560.3,0.445818925
560.4,0.447213589
560.5,0.448608718
560.6,0.450004313
560.7,0.451400377
560.8,0.45279691
560.9,0.454193913
561,0.455591388
561.1,0.174782349
561.2,0.174782349
561.3,0.174782349
561.4,0.174782349
561.5,0.174782349
561.6,0.174782349
561.7,0.174782349
561.8,0.174782349
561.9,0.174782349
562,0.174782349
562.1,0.174782349
562.2,0.174782349
562.3,0.174782349
562.4,0.174782349
562.5,0.174782349
562.6,0.174782349
562.7,0.174782349
562.8,0.174782349
562.9,0.174782349
563,0.174782349
563.1,-0.717176619
563.2,-0.710541862
563.3,-0.703902342
563.4,-0.697258098
563.5,-0.690609168
563.6,-0.683955591
563.7,-0.677297404
563.8,-0.670634647
563.9,-0.663967358
564,-0.657295575
564.1,-2.452791035
564.2,-2.365827359
564.3,-2.278817593
564.4,-2.191763134
564.5,-2.104665382
564.6,-2.017525733
564.7,-1.930345585
564.8,-1.843126336
564.9,-1.755869385
565,-1.668576128
565.1,-1.581247964
565.2,-1.493886291
565.3,-1.406492505
565.4,-1.319068007
565.5,-1.231614192
565.6,-1.144132459
565.7,-1.056624206
565.8,-0.96909083
565.9,-0.88153373
566,-0.793954303
566.1,-0.643260456
566.2,-0.571837739
566.3,-0.500399932
566.4,-0.428948074
566.5,-0.357483203
566.6,-0.286006358
566.7,-0.214518577
566.8,-0.143020898
566.9,-0.071514359
567,0
567.1,0
567.2,0
567.3,0
567.4,0
567.5,0
567.6,0
567.7,0
567.8,0
567.9,0
568,0
568.1,0
568.2,0
568.3,0
568.4,0
568.5,0
568.6,0
568.7,0
568.8,0
568.9,0
569,0
569.1,0
569.2,0
569.3,0
569.4,0
569.5,0
569.6,0
569.7,0
569.8,0
569.9,0
570,0
570.1,0
570.2,0
570.3,0
570.4,0
570.5,0
570.6,0
570.7,0
570.8,0
570.9,0
571,0
571.1,0
571.2,0
571.3,0
571.4,0
571.5,0
571.6,0
571.7,0
571.8,0
571.9,0
572,0
572.1,0
572.2,0
572.3,0
572.4,0
572.5,0
572.6,0
572.7,0
572.8,0
572.9,0
573,0
573.1,0
573.2,0
573.3,0
573.4,0
573.5,0
573.6,0
573.7,0
573.8,0
573.9,0
574,0
574.1,0
574.2,0
574.3,0
574.4,0
574.5,0
574.6,0
574.7,0
574.8,0
574.9,0
575,0
575.1,0
575.2,0
575.3,0
575.4,0
575.5,0
575.6,0
575.7,0
575.8,0
575.9,0
576,0
576.1,0
576.2,0
576.3,0
576.4,0
576.5,0
576.6,0
576.7,0
576.8,0
576.9,0
577,0
577.1,0
577.2,0
577.3,0
577.4,0
577.5,0
577.6,0
577.7,0
577.8,0
577.9,0
578,0
578.1,0
578.2,0
578.3,0
578.4,0
578.5,0
578.6,0
578.7,0
578.8,0
578.9,0
579,0
579.1,0
579.2,0
579.3,0
579.4,0
579.5,0
579.6,0
579.7,0
579.8,0
579.9,0
580,0
580.1,0
580.2,0
580.3,0
580.4,0
580.5,0
580.6,0
580.7,0
580.8,0
580.9,0
581,0
581.1,0
581.2,0
581.3,0
581.4,0
581.5,0
581.6,0
581.7,0
581.8,0
581.9,0
582,0
582.1,0
582.2,0
582.3,0
582.4,0
582.5,0
582.6,0
582.7,0
582.8,0
582.9,0
583,0
583.1,0
583.2,0
583.3,0
583.4,0
583.5,0
583.6,0
583.7,0
583.8,0
583.9,0
584,0
584.1,0
584.2,0
584.3,0
584.4,0
584.5,0
584.6,0
584.7,0
584.8,0
584.9,0
585,0
585.1,0
585.2,0
585.3,0
585.4,0
585.5,0
585.6,0
585.7,0
585.8,0
585.9,0
586,0
586.1,0
586.2,0
586.3,0
586.4,0
586.5,0
586.6,0
586.7,0
586.8,0
586.9,0
587,0
587.1,0
587.2,0
587.3,0
587.4,0
587.5,0
587.6,0
587.7,0
587.8,0
587.9,0
588,0
588.1,0
588.2,0
588.3,0
588.4,0
588.5,0
588.6,0
588.7,0
588.8,0
588.9,0
589,0
589.1,0
589.2,0
589.3,0
589.4,0
589.5,0
589.6,0
589.7,0
589.8,0
589.9,0
590,0
590.1,0
590.2,0
590.3,0
590.4,0
590.5,0
590.6,0
590.7,0
590.8,0
590.9,0
591,0
591.1,0
591.2,0
591.3,0
591.4,0
591.5,0
591.6,0
591.7,0
591.8,0
591.9,0
592,0
592.1,0
592.2,0
592.3,0
592.4,0
592.5,0
592.6,0
592.7,0
592.8,0
592.9,0
593,0
593.1,0
593.2,0
593.3,0
593.4,0
593.5,0
593.6,0
593.7,0
593.8,0
593.9,0
594,0
594.1,0
594.2,0
594.3,0
594.4,0
594.5,0
594.6,0
594.7,0
594.8,0
594.9,0
595,0
595.1,0
595.2,0
595.3,0
595.4,0
595.5,0
595.6,0
595.7,0
595.8,0
595.9,0
596,0
596.1,0
596.2,0
596.3,0
596.4,0
596.5,0
596.6,0
596.7,0
596.8,0
596.9,0
597,0
597.1,0
597.2,0
597.3,0
597.4,0
597.5,0
597.6,0
597.7,0
597.8,0
597.9,0
598,0
598.1,0
598.2,0
598.3,0
598.4,0
598.5,0
598.6,0
598.7,0
598.8,0
598.9,0
599,0
599.1,0
599.2,0
599.3,0
599.4,0
599.5,0
599.6,0
599.7,0
599.8,0
599.9,0
600,0
600.1,0.004261669
600.2,0.008523641
600.3,0.012785927
600.4,0.017048535
600.5,0.021311475
600.6,0.025574756
600.7,0.029838388
600.8,0.034102381
600.9,0.038366742
601,0.042631483
601.1,0.050990182
601.2,0.056045728
601.3,0.061101769
601.4,0.066158316
601.5,0.071215384
601.6,0.076272984
601.7,0.081331129
601.8,0.086389831
601.9,0.091449103
602,0.096508957
602.1,0.234205014
602.2,0.260902678
602.3,0.287604295
602.4,0.314310049
602.5,0.341020127
602.6,0.367734712
602.7,0.39445399
602.8,0.421178144
602.9,0.44790736
603,0.474641823
603.1,0.793678459
603.2,0.859010393
603.3,0.924357595
603.4,0.989720813
603.5,1.055100794
603.6,1.120498283
603.7,1.185914028
603.8,1.251348775
603.9,1.316803269
604,1.382278259
604.1,1.713945755
604.2,1.805139695
604.3,1.896366006
604.4,1.987625934
604.5,2.078920724
604.6,2.170251622
604.7,2.261619873
604.8,2.353026723
604.9,2.444473417
605,2.535961202
605.1,2.880275506
605.2,2.990084364
605.3,3.099947563
605.4,3.209866752
605.5,3.31984358
605.6,3.429879696
605.7,3.539976748
605.8,3.650136386
605.9,3.760360258
606,3.870650013
606.1,4.05027365
606.2,4.164557004
606.3,4.278913802
606.4,4.393345781
606.5,4.507854681
606.6,4.622442241
606.7,4.737110199
606.8,4.851860295
606.9,4.966694267
607,5.081613853
607.1,4.581230665
607.2,4.670614847
607.3,4.760068592
607.4,4.849593074
607.5,4.939189466
607.6,5.028858943
607.7,5.118602678
607.8,5.208421843
607.9,5.298317615
608,5.388291164
608.1,4.750461344
608.2,4.818016895
608.3,4.885632333
608.4,4.953308403
608.5,5.021045853
608.6,5.088845428
608.7,5.156707876
608.8,5.224633942
608.9,5.292624374
609,5.360679918
609.1,5.075182576
609.2,5.134642397
609.3,5.194160408
609.4,5.253737212
609.5,5.313373409
609.6,5.3730696
609.7,5.432826385
609.8,5.492644366
609.9,5.552524144
610,5.61246632
610.1,5.803507993
610.2,5.866435434
610.3,5.929430357
610.4,5.992493409
610.5,6.055625238
610.6,6.118826489
610.7,6.182097812
610.8,6.245439851
610.9,6.308853256
611,6.372338672
611.1,5.569297526
611.2,5.616665572
611.3,5.664087372
611.4,5.711563329
611.5,5.759093846
611.6,5.806679323
611.7,5.854320166
611.8,5.902016775
611.9,5.949769553
612,5.997578904
612.1,3.560894154
612.2,3.576845437
612.3,3.592813639
612.4,3.608798825
612.5,3.624801057
612.6,3.640820402
612.7,3.656856924
612.8,3.672910686
612.9,3.688981753
613,3.705070191
613.1,1.312993169
613.2,1.31440102
613.3,1.315809645
613.4,1.317219044
613.5,1.318629218
613.6,1.320040168
613.7,1.321451894
613.8,1.322864397
613.9,1.324277677
614,1.325691736
614.1,0.36005868
614.2,0.359748185
614.3,0.359437883
614.4,0.359127777
614.5,0.358817864
614.6,0.358508146
614.7,0.358198622
614.8,0.357889293
614.9,0.357580157
615,0.357271215
615.1,0.517310115
615.2,0.517122729
615.3,0.516935391
615.4,0.516748102
615.5,0.516560862
615.6,0.516373669
615.7,0.516186526
615.8,0.51599943
615.9,0.515812383
616,0.515625385
616.1,0.355421635
616.2,0.35511405
616.3,0.354806657
616.4,0.354499458
616.5,0.354192453
616.6,0.35388564
616.7,0.353579021
616.8,0.353272594
616.9,0.352966361
617,0.35266032
617.1,0.033842622
617.2,0.033496181
617.3,0.033150509
617.4,0.032805607
617.5,0.032461474
617.6,0.032118109
617.7,0.031775511
617.8,0.031433681
617.9,0.031092617
618,0.030752318
618.1,-0.600523975
618.2,-0.600142057
618.3,-0.599757088
618.4,-0.599369073
618.5,-0.598978016
618.6,-0.598583922
618.7,-0.598186797
618.8,-0.597786645
618.9,-0.59738347
619,-0.596977277
619.1,-1.061136285
619.2,-1.05947697
619.3,-1.057811983
619.4,-1.056141338
619.5,-1.054465047
619.6,-1.052783123
619.7,-1.051095578
619.8,-1.049402425
619.9,-1.047703675
620,-1.045999343
620.1,-0.893138597
620.2,-0.891910138
620.3,-0.890677094
620.4,-0.889439474
620.5,-0.888197287
620.6,-0.886950544
620.7,-0.885699252
620.8,-0.884443422
620.9,-0.883183064
621,-0.881918186
621.1,-0.140443738
621.2,-0.14063439
621.3,-0.140823916
621.4,-0.141012319
621.5,-0.141199598
621.6,-0.141385756
621.7,-0.141570793
621.8,-0.141754711
621.9,-0.141937511
622,-0.142119194
622.1,0.444438166
622.2,0.444269863
622.3,0.444101604
622.4,0.44393339
622.5,0.44376522
622.6,0.443597095
622.7,0.443429014
622.8,0.443260979
622.9,0.443092987
623,0.44292504
623.1,0.882512387
623.2,0.883046722
623.3,0.883581235
623.4,0.884115926
623.5,0.884650796
623.6,0.885185844
623.7,0.885721071
623.8,0.886256476
623.9,0.886792061
624,0.887327824
624.1,1.477776222
624.2,1.48017907
624.3,1.482583532
624.4,1.48498961
624.5,1.487397306
624.6,1.489806623
624.7,1.492217562
624.8,1.494630125
624.9,1.497044314
625,1.499460132
625.1,1.501877581
625.2,1.504296662
625.3,1.506717377
625.4,1.509139729
625.5,1.511563719
625.6,1.51398935
625.7,1.516416624
625.8,1.518845542
625.9,1.521276106
626,1.52370832
626.1,1.071699257
626.2,1.072619068
626.3,1.073539293
626.4,1.074459931
626.5,1.075380982
626.6,1.076302448
626.7,1.077224328
626.8,1.078146622
626.9,1.079069331
627,1.079992454
627.1,0.624090721
627.2,0.624090721
627.3,0.624090721
627.4,0.624090721
627.5,0.624090721
627.6,0.624090721
627.7,0.624090721
627.8,0.624090721
627.9,0.624090721
628,0.624090721
628.1,0.624090721
628.2,0.624090721
628.3,0.624090721
628.4,0.624090721
628.5,0.624090721
628.6,0.624090721
628.7,0.624090721
628.8,0.624090721
628.9,0.624090721
629,0.624090721
629.1,0.776299693
629.2,0.776541467
629.3,0.776783287
629.4,0.777025153
629.5,0.777267065
629.6,0.777509023
629.7,0.777751028
629.8,0.777993078
629.9,0.778235175
630,0.778477318
630.1,1.542410278
630.2,1.544856865
630.3,1.54730512
630.4,1.549755045
630.5,1.552206643
630.6,1.554659915
630.7,1.557114864
630.8,1.55957149
630.9,1.562029798
631,1.564489787
631.1,2.187034126
631.2,2.192463996
631.3,2.197898564
631.4,2.20333784
631.5,2.208781832
631.6,2.21423055
631.7,2.219684003
631.8,2.225142202
631.9,2.230605154
632,2.236072871
632.1,2.558600154
632.2,2.565967477
632.3,2.573341706
632.4,2.580722856
632.5,2.588110945
632.6,2.595505987
632.7,2.602908001
632.8,2.610317001
632.9,2.617733004
633,2.625156026
633.1,2.957845706
633.2,2.967449411
633.3,2.977062744
633.4,2.986685731
633.5,2.996318396
633.6,3.005960766
633.7,3.015612867
633.8,3.025274724
633.9,3.034946364
634,3.044627811
634.1,2.88702418
634.2,2.895601927
634.3,2.904188194
634.4,2.912783002
634.5,2.921386371
634.6,2.929998323
634.7,2.938618877
634.8,2.947248055
634.9,2.955885877
635,2.964532363
635.1,2.458795511
635.2,2.464466622
635.3,2.47014289
635.4,2.475824326
635.5,2.481510938
635.6,2.487202737
635.7,2.492899731
635.8,2.498601931
635.9,2.504309344
636,2.510021982
636.1,1.468888187
636.2,1.470382672
636.3,1.471877995
636.4,1.473374158
636.5,1.47487116
636.6,1.476369003
636.7,1.477867686
636.8,1.479367211
636.9,1.480867579
637,1.482368788
637.1,0.78199801
637.2,0.78199801
637.3,0.78199801
637.4,0.78199801
637.5,0.78199801
637.6,0.78199801
637.7,0.78199801
637.8,0.78199801
637.9,0.78199801
638,0.78199801
638.1,0.606695116
638.2,0.606484969
638.3,0.606274874
638.4,0.606064833
638.5,0.605854844
638.6,0.605644907
638.7,0.605435024
638.8,0.605225193
638.9,0.605015414
639,0.604805689
639.1,0.429690137
639.2,0.429337126
639.3,0.428984326
639.4,0.428631736
639.5,0.428279356
639.6,0.427927186
639.7,0.427575226
639.8,0.427223476
639.9,0.426871936
640,0.426520606
640.1,0.600413587
640.2,0.600205016
640.3,0.599996498
640.4,0.599788033
640.5,0.599579619
640.6,0.599371258
640.7,0.59916295
640.8,0.598954694
640.9,0.59874649
641,0.598538338
641.1,1.643198152
641.2,1.645231833
641.3,1.647266824
641.4,1.649303128
641.5,1.651340744
641.6,1.653379675
641.7,1.655419921
641.8,1.657461483
641.9,1.659504363
642,1.661548562
642.1,2.897196488
642.2,2.904890627
642.3,2.912592401
642.4,2.920301828
642.5,2.928018922
642.6,2.935743701
642.7,2.943476181
642.8,2.951216378
642.9,2.958964307
643,2.966719986
643.1,2.433487596
643.2,2.438421844
643.3,2.443360473
643.4,2.448303491
643.5,2.453250905
643.6,2.458202721
643.7,2.463158946
643.8,2.468119588
643.9,2.473084652
644,2.478054146
644.1,1.384952815
644.2,1.386016138
644.3,1.387079953
644.4,1.388144263
644.5,1.389209066
644.6,1.390274364
644.7,1.391340156
644.8,1.392406443
644.9,1.393473225
645,1.394540502
645.1,1.579448238
645.2,1.581005072
